Rk,Ht,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
56,6-0,2000,2002,TOT,NBA,Greg Anthony\anthogr01,200,41,3918,449,1144,248,589,201,555,171,240,60,266,326,572,176,17,222,320,1270,0.392,0.421,0.362,0.48,0.713,0.508
57,6-9,2008,2017,TOT,NBA,Joel Anthony\anthojo01,490,110,7056,398,776,398,776,0,0,268,405,562,791,1353,99,127,531,227,819,1064,0.513,0.513,,0.513,0.662,0.558
58,6-11,2014,2015,ATL,NBA,Pero Antic\anticpe01,113,29,1962,231,590,123,246,108,344,138,189,115,283,398,107,37,26,104,258,708,0.392,0.5,0.314,0.483,0.73,0.526
59,6-8,2018,2018,TOR,NBA,OG Anunoby\anunoog01,74,62,1481,163,346,90,149,73,197,39,62,44,140,184,55,52,14,45,130,438,0.471,0.604,0.371,0.577,0.629,0.587
60,6-1,2016,2016,ORL,NBA,Keith Appling\applike01,5,0,27,2,8,2,5,0,3,2,2,0,1,1,1,1,0,3,5,6,0.25,0.4,0,0.25,1,0.338
61,6-11,2005,2007,TOT,NBA,Rafael Araujo\araujra01,139,75,1585,156,385,155,381,1,4,76,112,124,271,395,41,51,16,111,300,389,0.405,0.407,0.25,0.406,0.679,0.448
62,6-11,2003,2004,TOT,NBA,Robert Archibald\archiro01,44,3,328,15,53,15,53,0,0,21,49,27,42,69,16,14,6,17,59,51,0.283,0.283,,0.283,0.429,0.342
63,6-3,2018,2018,CHI,NBA,Ryan Arcidiacono\arcidry01,24,0,304,17,41,8,10,9,31,5,6,1,24,25,35,13,0,13,18,48,0.415,0.8,0.29,0.524,0.833,0.55
64,6-3,2002,2012,TOT,NBA,Gilbert Arenas\arenagi01,552,455,19351,3722,8850,2643,5773,1079,3077,2879,3584,444,1724,2168,2909,884,134,1744,1683,11402,0.421,0.458,0.351,0.482,0.803,0.547
65,6-8,2005,2018,TOT,NBA,Trevor Ariza\arizatr01,942,641,27808,3567,8404,2254,4683,1313,3721,1482,2050,960,3553,4513,1954,1424,295,1279,1889,9929,0.424,0.481,0.353,0.503,0.723,0.533
66,6-2,2000,2000,CHI,NBA,B.J. Armstrong\armstbj01,27,18,583,83,186,70,157,13,29,22,25,2,45,47,78,7,1,40,34,201,0.446,0.446,0.448,0.481,0.88,0.51
67,6-5,2002,2004,NJN,NBA,Brandon Armstrong\armstbr01,108,0,699,101,287,76,212,25,75,12,20,22,41,63,24,22,4,37,83,239,0.352,0.358,0.333,0.395,0.6,0.404
68,6-0,2000,2008,TOT,NBA,Darrell Armstrong\armstda01,659,305,16118,2126,5220,1360,2913,766,2307,1099,1266,500,1351,1851,2640,899,80,1180,1091,6117,0.407,0.467,0.332,0.481,0.868,0.529
69,6-11,2007,2014,TOT,NBA,Hilton Armstrong\armsthi01,292,40,3378,347,693,345,686,2,7,184,316,292,474,766,102,90,142,230,544,880,0.501,0.503,0.286,0.502,0.582,0.529
70,6-2,2002,2011,TOT,NBA,Carlos Arroyo\arroyca01,569,191,10651,1431,3269,1294,2864,137,405,771,956,210,755,965,1761,290,26,680,874,3770,0.438,0.452,0.338,0.459,0.806,0.511
71,6-9,2009,2018,TOT,NBA,Darrell Arthur\arthuda01,503,106,8945,1381,3110,1220,2652,161,458,359,469,547,1221,1768,409,309,307,422,1234,3282,0.444,0.46,0.352,0.47,0.765,0.495
72,6-7,2018,2018,ORL,NBA,Jamel Artis\artisja01,15,1,279,31,79,23,50,8,29,7,12,4,34,38,18,2,3,8,11,77,0.392,0.46,0.276,0.443,0.583,0.457
73,7-0,2011,2018,TOT,NBA,Omer Asik\asikom01,471,262,9216,947,1795,947,1794,0,1,585,1062,1036,2326,3362,280,167,339,542,928,2479,0.528,0.528,0,0.528,0.551,0.548
74,5-11,2000,2010,TOT,NBA,Chucky Atkins\atkinch01,696,325,17304,2479,6022,1545,3457,934,2565,971,1258,194,992,1186,2396,465,36,1018,1284,6863,0.412,0.447,0.364,0.489,0.772,0.522
75,6-8,2000,2006,TOT,NBA,Stacey Augmon\augmost01,432,63,6519,665,1548,664,1525,1,23,413,561,302,643,945,467,248,82,298,606,1744,0.43,0.435,0.043,0.43,0.736,0.486
76,6-0,2009,2018,TOT,NBA,D.J. Augustin\augusdj01,726,226,17150,2263,5567,1353,3149,910,2418,1544,1790,198,1120,1318,2778,436,25,1093,1068,6980,0.407,0.43,0.376,0.488,0.863,0.549
77,6-10,2007,2008,ORL,NBA,James Augustine\augusja01,27,0,156,19,37,19,37,0,0,4,8,17,16,33,4,5,2,6,20,42,0.514,0.514,,0.514,0.5,0.518
78,6-10,2000,2002,TOT,NBA,Isaac Austin\austiis01,132,47,2325,283,714,276,683,7,31,126,181,125,450,575,145,46,66,172,258,699,0.396,0.404,0.226,0.401,0.696,0.44
79,6-9,2000,2000,LAC,NBA,Anthony Avent\aventan01,49,3,377,29,96,29,96,0,0,23,32,23,51,74,11,16,15,24,62,81,0.302,0.302,,0.302,0.719,0.368
80,6-2,2000,2002,MIN,NBA,William Avery\averywi01,142,1,1205,137,415,97,258,40,157,65,91,17,76,93,199,34,6,106,125,379,0.33,0.376,0.255,0.378,0.714,0.416
81,6-10,2012,2014,TOT,NBA,Gustavo Ayon\ayongu01,135,41,2251,284,530,284,529,0,1,67,133,188,401,589,173,100,73,122,272,635,0.536,0.537,0,0.536,0.504,0.539
82,6-9,2010,2016,TOT,NBA,Jeff Ayres\pendeje02,237,15,2322,287,519,285,514,2,5,114,147,196,436,632,99,37,66,132,360,690,0.553,0.554,0.4,0.555,0.776,0.591
83,6-5,2007,2012,TOT,NBA,Kelenna Azubuike\azubuke01,208,84,5025,802,1748,592,1234,210,514,364,473,257,572,829,230,130,103,203,408,2178,0.459,0.48,0.409,0.519,0.77,0.557
84,6-5,2014,2014,BOS,NBA,Chris Babb\babbch01,14,0,132,8,30,2,3,6,27,0,0,4,13,17,3,6,0,3,13,22,0.267,0.667,0.222,0.367,,0.367
85,6-9,2011,2018,TOT,NBA,Luke Babbitt\babbilu01,381,107,5332,650,1593,256,614,394,979,124,166,111,735,846,224,89,58,165,520,1818,0.408,0.417,0.402,0.532,0.747,0.546
86,6-6,2018,2018,CHO,NBA,Dwayne Bacon\bacondw01,53,6,713,72,192,61,149,11,43,20,25,4,120,124,38,16,2,23,46,175,0.375,0.409,0.256,0.404,0.8,0.431
87,7-1,2001,2003,CHI,NBA,Dalibor Bagaric\bagarda01,95,0,973,97,269,97,267,0,2,57,102,84,154,238,37,29,43,72,163,251,0.361,0.363,0,0.361,0.559,0.4
88,6-6,2000,2000,PHO,NBA,Toby Bailey\baileto01,46,2,449,58,140,56,130,2,10,45,65,26,46,72,30,13,4,24,55,163,0.414,0.431,0.2,0.421,0.692,0.483
89,6-9,2015,2016,CHI,NBA,Cameron Bairstow\bairsca01,36,3,167,16,54,15,49,1,5,11,13,10,26,36,7,4,4,7,27,44,0.296,0.306,0.2,0.306,0.846,0.368
90,6-1,2005,2005,TOT,NBA,Maurice Baker\bakerma01,5,0,19,0,1,0,1,0,0,0,0,1,1,2,1,1,0,1,3,0,0,0,,0,,0
91,6-4,2017,2018,NYK,NBA,Ron Baker\bakerro01,81,14,1242,102,276,68,157,34,119,48,69,17,111,128,154,60,14,74,107,286,0.37,0.433,0.286,0.431,0.696,0.467
92,6-11,2000,2006,TOT,NBA,Vin Baker\bakervi01,351,186,9232,1503,3296,1498,3256,5,40,864,1258,795,1126,1921,419,164,245,662,1106,3875,0.456,0.46,0.125,0.457,0.687,0.503
93,6-4,2017,2018,TOT,NBA,Wade Baldwin\baldwwa01,40,1,485,50,136,43,109,7,27,37,47,12,42,54,66,20,8,43,52,144,0.368,0.394,0.259,0.393,0.787,0.46
94,6-8,2007,2012,TOT,NBA,Renaldo Balkman\balkmre01,221,12,3064,368,721,357,657,11,64,147,271,278,491,769,132,164,104,134,421,894,0.51,0.543,0.172,0.518,0.542,0.532
95,6-6,2018,2018,LAL,NBA,Lonzo Ball\balllo01,52,50,1780,203,564,113,269,90,295,32,71,69,291,360,376,88,43,136,117,528,0.36,0.42,0.305,0.44,0.451,0.444
96,6-2,2004,2011,TOT,NBA,Marcus Banks\banksma01,348,37,5571,741,1715,616,1333,125,382,454,591,100,419,519,728,266,57,436,674,2061,0.432,0.462,0.327,0.469,0.768,0.522
97,6-3,2004,2017,TOT,NBA,Leandro Barbosa\barbole01,850,112,18386,3403,7409,2415,4853,988,2556,1241,1511,319,1401,1720,1775,693,121,1061,1651,9035,0.459,0.498,0.387,0.526,0.821,0.56
98,6-0,2007,2018,TOT,NBA,J.J. Barea\bareajo01,764,101,15085,2586,6093,1837,3976,749,2117,857,1074,230,1370,1600,2947,304,21,1154,1091,6778,0.424,0.462,0.354,0.486,0.798,0.516
99,7-0,2007,2016,TOT,NBA,Andrea Bargnani\bargnan01,550,377,15806,2932,6676,2305,4905,627,1771,1382,1677,530,2011,2541,653,207,470,851,1338,7873,0.439,0.47,0.354,0.486,0.824,0.531
100,6-6,2000,2000,HOU,NBA,Charles Barkley\barklch01,20,18,620,106,222,100,196,6,26,71,110,71,138,209,63,14,4,44,48,289,0.477,0.51,0.231,0.491,0.645,0.534
101,6-1,2001,2002,POR,NBA,Erick Barkley\barkler01,27,4,266,32,90,28,75,4,15,9,10,5,16,21,40,19,1,17,31,77,0.356,0.373,0.267,0.378,0.9,0.408
102,6-8,2013,2018,TOT,NBA,Harrison Barnes\barneha02,463,402,14059,2294,5084,1810,3765,484,1319,985,1249,483,1801,2284,715,333,92,533,802,6057,0.451,0.481,0.367,0.499,0.789,0.538
103,6-7,2004,2017,TOT,NBA,Matt Barnes\barnema02,929,359,21967,2788,6388,1806,3457,982,2931,1031,1384,1066,3215,4281,1691,714,444,1172,2353,7589,0.436,0.522,0.335,0.513,0.745,0.542
104,5-10,2005,2008,TOT,NBA,Andre Barrett\barrean01,67,1,819,89,241,72,172,17,69,24,33,21,50,71,135,29,1,47,69,219,0.369,0.419,0.246,0.405,0.727,0.429
105,7-0,2006,2015,TOT,NBA,Earl Barron\barroea01,140,31,1985,255,687,252,669,3,18,127,181,188,304,492,63,46,30,107,270,640,0.371,0.377,0.167,0.373,0.702,0.417
106,5-11,2000,2004,TOT,NBA,Dana Barros\barroda01,162,20,2811,455,1042,328,722,127,320,157,185,20,230,250,321,75,8,159,182,1194,0.437,0.454,0.397,0.498,0.849,0.531
107,6-6,2000,2009,TOT,NBA,Brent Barry\barrybr01,679,339,17870,2104,4463,1030,1891,1074,2572,921,1116,314,1873,2187,2239,703,178,917,1254,6203,0.471,0.545,0.418,0.592,0.825,0.626
108,6-5,2000,2000,TOT,NBA,Drew Barry\barrydr01,16,0,159,15,33,8,15,7,18,4,5,0,12,12,33,2,0,13,23,41,0.455,0.533,0.389,0.561,0.8,0.582
109,6-4,2000,2006,TOT,NBA,Jon Barry\barryjo01,432,20,8697,1016,2277,562,1184,454,1093,511,576,181,799,980,1100,390,65,472,594,2997,0.446,0.475,0.415,0.546,0.887,0.592
110,6-6,2013,2018,TOT,NBA,Will Barton\bartowi01,395,65,9005,1518,3495,1121,2330,397,1165,691,875,265,1260,1525,912,292,154,524,582,4124,0.434,0.481,0.341,0.491,0.79,0.531
111,6-5,2006,2006,CHI,NBA,Eddie Basden\basdeed01,19,0,141,15,37,14,30,1,7,8,10,7,21,28,8,9,2,9,17,39,0.405,0.467,0.143,0.419,0.8,0.471
112,6-8,2006,2017,TOT,NBA,Brandon Bass\bassbr01,758,283,16410,2558,5125,2546,5067,12,58,1447,1740,1139,2309,3448,608,295,479,718,1375,6575,0.499,0.502,0.207,0.5,0.832,0.558
113,6-9,2003,2009,TOT,NBA,Maceo Baston\bastoma01,105,4,831,106,172,103,164,3,8,71,96,56,119,175,26,24,43,54,140,286,0.616,0.628,0.375,0.625,0.74,0.667
114,6-11,2002,2004,TOT,NBA,Mengke Bateer\bateeme01,46,10,494,61,156,56,141,5,15,29,39,39,75,114,27,11,5,40,118,156,0.391,0.397,0.333,0.407,0.744,0.45
115,6-10,2006,2007,ATL,NBA,Esteban Batista\batises01,70,3,576,42,96,42,95,0,1,37,60,68,106,174,11,18,11,42,124,121,0.438,0.442,0,0.438,0.617,0.494
116,6-8,2003,2003,MEM,NBA,Mike Batiste\batismi01,75,2,1248,197,467,179,386,18,81,69,88,82,175,257,52,42,16,69,120,481,0.422,0.464,0.222,0.441,0.784,0.476
117,6-11,2000,2012,TOT,NBA,Tony Battie\battito01,722,365,15022,1762,3579,1753,3522,9,57,670,972,1142,2494,3636,409,337,573,561,1845,4203,0.492,0.498,0.158,0.494,0.689,0.524
118,6-8,2002,2014,TOT,NBA,Shane Battier\battish01,977,705,30004,2982,6819,1732,3565,1250,3254,1194,1606,1273,2809,4082,1717,988,906,878,2208,8408,0.437,0.486,0.384,0.529,0.743,0.559
119,6-8,2009,2018,TOT,NBA,Nicolas Batum\batumni01,692,639,21874,2964,6827,1847,3678,1117,3149,1295,1543,739,2908,3647,2654,659,449,1310,1217,8340,0.434,0.502,0.355,0.516,0.839,0.556
120,6-8,2003,2006,TOT,NBA,Lonny Baxter\baxtelo01,162,5,1884,247,530,246,525,1,5,142,216,178,299,477,40,37,59,108,324,637,0.466,0.469,0.2,0.467,0.657,0.51
121,6-3,2009,2018,TOT,NBA,Jerryd Bayless\bayleje01,552,93,11829,1637,3950,1167,2666,470,1284,956,1160,165,1008,1173,1555,352,71,793,1150,4700,0.414,0.438,0.366,0.474,0.824,0.527
122,6-10,2013,2018,TOT,NBA,Aron Baynes\baynear01,376,91,5635,821,1635,817,1607,4,28,380,474,559,1087,1646,250,79,175,309,779,2026,0.502,0.508,0.143,0.503,0.802,0.549
123,6-5,2013,2018,TOT,NBA,Kent Bazemore\bazemke01,416,222,8337,1230,2912,820,1773,410,1139,555,773,134,1085,1219,767,401,185,590,744,3425,0.422,0.462,0.36,0.493,0.718,0.527
124,6-5,2013,2018,WAS,NBA,Bradley Beal\bealbr01,406,372,13751,2805,6292,1943,4101,862,2191,1113,1400,309,1207,1516,1376,430,133,823,848,7585,0.446,0.474,0.393,0.514,0.795,0.549
125,6-10,2004,2004,MIA,NBA,Jerome Beasley\beaslje01,2,0,5,1,3,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0.333,0.333,,0.333,,0.333
126,6-5,2017,2018,DEN,NBA,Malik Beasley\beaslma01,84,1,748,106,251,69,141,37,110,30,43,19,69,88,42,22,7,32,46,279,0.422,0.489,0.336,0.496,0.698,0.517
127,6-9,2009,2018,TOT,NBA,Michael Beasley\beaslmi01,583,236,13626,3013,6491,2725,5673,288,818,1073,1411,651,2150,2801,763,336,304,998,1252,7387,0.464,0.48,0.352,0.486,0.76,0.519
128,6-0,2010,2013,DAL,NBA,Rodrigue Beaubois\beaubro01,182,54,2896,502,1143,373,746,129,397,153,189,47,291,338,374,124,52,204,312,1286,0.439,0.5,0.325,0.496,0.81,0.524
129,6-5,2008,2018,TOT,NBA,Marco Belinelli\belinma01,724,218,16850,2541,5954,1539,3297,1002,2657,1096,1303,163,1308,1471,1228,441,56,759,1056,7180,0.427,0.467,0.377,0.511,0.841,0.55
130,6-3,2002,2011,TOT,NBA,Charlie Bell\bellch01,376,137,9368,1192,2891,754,1678,438,1213,382,497,180,634,814,857,303,31,362,750,3204,0.412,0.449,0.361,0.488,0.769,0.515
131,6-9,2018,2018,GSW,NBA,Jordan Bell\belljo01,57,13,809,116,185,116,181,0,4,30,44,60,147,207,102,35,56,51,92,262,0.627,0.641,0,0.627,0.682,0.641
132,6-5,2001,2012,TOT,NBA,Raja Bell\bellra01,706,479,19813,2581,5949,1625,3592,956,2357,880,1101,408,1560,1968,1208,484,130,695,1840,6998,0.434,0.452,0.406,0.514,0.799,0.544
133,6-1,2004,2004,MEM,NBA,Troy Bell\belltr01,6,0,34,4,18,4,14,0,4,3,3,3,1,4,4,1,0,6,6,11,0.222,0.286,0,0.222,1,0.285
134,6-6,2017,2018,ATL,NBA,DeAndre' Bembry\bembrde01,64,4,826,100,226,88,178,12,48,25,49,22,109,131,77,29,17,63,59,237,0.442,0.494,0.25,0.469,0.51,0.479
135,7-1,2017,2018,PHO,NBA,Dragan Bender\bendedr01,125,37,2643,244,645,98,222,146,423,43,62,63,401,464,153,32,75,144,240,677,0.378,0.441,0.345,0.491,0.694,0.504
136,6-11,2000,2010,TOT,NBA,Jonathan Bender\bendejo01,262,28,3847,509,1221,408,924,101,297,334,438,153,429,582,170,43,169,258,391,1453,0.417,0.442,0.34,0.458,0.763,0.514
137,6-8,2015,2015,UTA,NBA,Jerrelle Benimon\benimje01,2,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,,,,,,
138,7-0,2000,2000,CLE,NBA,Benoit Benjamin\benjabe01,3,0,8,1,3,1,3,0,0,0,0,0,1,1,0,0,1,0,1,2,0.333,0.333,,0.333,,0.333
139,6-6,2000,2003,TOT,NBA,Corey Benjamin\benjaco01,122,15,1871,273,695,219,512,54,183,117,181,69,150,219,133,60,40,143,270,717,0.393,0.428,0.295,0.432,0.646,0.463
140,6-8,2014,2017,TOT,NBA,Anthony Bennett\bennean01,151,4,1905,251,641,215,503,36,138,120,179,132,340,472,77,58,27,99,206,658,0.392,0.427,0.261,0.42,0.67,0.457
141,6-6,2000,2000,LAC,NBA,Mario Bennett\bennema01,1,0,3,0,3,0,3,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,,0,,0
142,6-8,2001,2001,UTA,NBA,David Benoit\benoida01,49,2,446,71,147,66,134,5,13,31,39,20,61,81,22,6,6,28,75,178,0.483,0.493,0.385,0.5,0.795,0.542
143,6-11,2012,2012,GSW,NBA,Keith Benson\bensoke02,3,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,,0,,0
144,6-9,2017,2017,DAL,NBA,Ben Bentil\bentibe01,3,0,10,0,3,0,2,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,,0
145,6-10,2017,2018,SAS,NBA,Davis Bertans\bertada01,144,16,1894,264,600,101,175,163,425,68,83,40,211,251,120,46,56,68,168,759,0.44,0.577,0.384,0.576,0.819,0.596
146,5-11,2000,2005,TOT,NBA,Travis Best\besttr01,442,101,9925,1331,3074,1173,2611,158,463,700,823,136,701,837,1579,416,43,539,1011,3520,0.433,0.449,0.341,0.459,0.851,0.512
147,6-1,2013,2018,TOT,NBA,Patrick Beverley\beverpa01,302,251,8624,1016,2458,515,1126,501,1332,309,403,368,862,1230,1012,384,123,409,929,2842,0.413,0.457,0.376,0.515,0.767,0.539
148,7-5,2015,2015,SAC,NBA,Sim Bhullar\bhullsi01,3,0,3,1,2,1,2,0,0,0,0,0,1,1,1,0,1,0,0,2,0.5,0.5,,0.5,,0.5
149,6-1,2000,2012,TOT,NBA,Mike Bibby\bibbymi01,951,900,32204,5150,11807,3648,7882,1502,3925,2234,2774,499,2468,2967,5192,1094,144,1988,1809,14036,0.436,0.463,0.383,0.5,0.805,0.539
150,6-11,2005,2014,TOT,NBA,Andris Biedrins\biedran01,516,311,11146,1432,2409,1432,2407,0,2,383,766,1190,2441,3631,467,331,580,479,1626,3247,0.594,0.595,0,0.594,0.5,0.591
151,6-3,2000,2014,TOT,NBA,Chauncey Billups\billuch01,918,826,29304,4267,10169,2629,6004,1638,4165,4113,4591,394,2312,2706,5149,886,150,1866,1882,14285,0.42,0.438,0.393,0.5,0.896,0.586
152,6-9,2018,2018,ORL,NBA,Khem Birch\birchkh01,42,0,578,68,126,68,126,0,0,42,61,70,110,180,34,15,21,21,56,178,0.54,0.54,,0.54,0.689,0.582
153,6-6,2018,2018,BOS,NBA,Jabari Bird\birdja01,13,1,115,15,26,12,19,3,7,6,13,6,13,19,8,3,1,8,7,39,0.577,0.632,0.429,0.635,0.462,0.615
154,6-9,2012,2018,TOT,NBA,Bismack Biyombo\biyombi01,529,210,11052,992,1933,992,1931,0,2,660,1166,1054,2359,3413,255,138,762,495,1189,2644,0.513,0.514,0,0.513,0.566,0.54
155,6-10,2016,2018,MIN,NBA,Nemanja Bjelica\bjeline01,192,22,3636,432,962,252,477,180,485,121,161,159,569,728,248,116,57,158,449,1165,0.449,0.528,0.371,0.543,0.752,0.564
156,6-9,2015,2018,TOT,NBA,Tarik Black\blackta01,220,57,3319,439,798,437,784,2,14,195,335,393,638,1031,110,83,116,163,516,1075,0.55,0.557,0.143,0.551,0.582,0.569
157,6-7,2010,2016,TOT,NBA,DeJuan Blair\blairde01,424,179,7054,1242,2371,1242,2362,0,9,381,627,810,1343,2153,349,316,127,471,1003,2865,0.524,0.526,0,0.524,0.608,0.541
158,6-3,2004,2016,TOT,NBA,Steve Blake\blakest01,870,347,20823,2061,5145,1024,2436,1037,2709,503,646,250,1566,1816,3446,587,63,1222,1287,5662,0.401,0.42,0.383,0.501,0.779,0.521
159,6-4,2018,2018,CHI,NBA,Antonio Blakeney\blakean01,19,0,314,53,143,38,91,15,52,30,39,4,29,33,20,7,1,11,19,151,0.371,0.418,0.288,0.423,0.769,0.471
160,6-0,2007,2007,DET,NBA,Will Blalock\blalowi01,14,0,166,9,30,8,25,1,5,6,6,6,9,15,17,5,0,12,9,25,0.3,0.32,0.2,0.317,1,0.383
161,6-11,2006,2014,TOT,NBA,Andray Blatche\blatcan01,564,191,12462,2327,4981,2275,4762,52,219,1000,1380,1043,1981,3024,798,492,458,914,1382,5706,0.467,0.478,0.237,0.472,0.725,0.511
162,6-0,2000,2002,GSW,NBA,Mookie Blaylock\blaylmo01,177,131,5410,694,1784,505,1216,189,568,124,179,134,460,594,1065,333,46,308,276,1701,0.389,0.415,0.333,0.442,0.693,0.457
163,6-1,2011,2018,TOT,NBA,Eric Bledsoe\bledser01,492,330,13631,2381,5297,1897,3862,484,1435,1547,1937,388,1479,1867,2294,731,246,1345,1012,6793,0.449,0.491,0.337,0.495,0.799,0.552
164,6-9,2000,2004,TOT,NBA,Corie Blount\blounco01,290,34,5063,469,1021,467,1007,2,14,134,223,548,813,1361,218,188,98,239,675,1074,0.459,0.464,0.143,0.46,0.601,0.48
165,7-0,2001,2009,TOT,NBA,Mark Blount\blounma01,605,393,13981,2020,4011,1983,3908,37,103,864,1195,895,1889,2784,513,327,508,933,1554,4941,0.504,0.507,0.359,0.508,0.723,0.545
166,6-4,2014,2018,TOT,NBA,Vander Blue\blueva01,10,1,134,12,39,10,26,2,13,4,12,2,11,13,12,4,0,11,7,30,0.308,0.385,0.154,0.333,0.333,0.339
167,6-4,2005,2005,LAL,NBA,Tony Bobbitt\bobbito01,2,0,12,2,5,1,3,1,2,0,0,0,3,3,0,0,0,0,1,5,0.4,0.333,0.5,0.5,,0.5
168,6-5,2004,2014,TOT,NBA,Keith Bogans\boganke01,671,333,14527,1482,3759,768,1739,714,2020,579,809,391,1426,1817,866,429,68,574,1223,4257,0.394,0.442,0.353,0.489,0.716,0.517
169,6-6,2018,2018,SAC,NBA,Bogdan Bogdanovic\bogdabo01,78,53,2175,344,772,215,443,129,329,100,119,31,192,223,258,72,16,125,172,917,0.446,0.485,0.392,0.529,0.84,0.556
170,6-8,2015,2018,TOT,NBA,Bojan Bogdanovic\bogdabo02,318,201,8516,1365,3022,846,1650,519,1372,592,686,153,862,1015,397,152,29,430,498,3841,0.452,0.513,0.378,0.538,0.863,0.578
171,5-3,2000,2001,TOR,NBA,Muggsy Bogues\boguemu01,83,5,1765,157,360,140,308,17,52,79,87,25,113,138,304,67,4,63,122,410,0.436,0.455,0.327,0.46,0.908,0.515
172,7-0,2006,2018,TOT,NBA,Andrew Bogut\bogutan01,694,656,19728,2968,5549,2965,5524,3,25,830,1492,1742,4315,6057,1535,439,1083,1196,2164,6769,0.535,0.537,0.12,0.535,0.556,0.545
173,6-9,2000,2001,TOT,NBA,Etdrick Bohannon\bohanet01,19,0,137,9,17,9,17,0,0,19,28,16,22,38,5,2,8,11,29,37,0.529,0.529,,0.529,0.679,0.631
174,6-9,2017,2018,TOT,NBA,Joel Bolomboy\bolomjo01,18,0,91,12,22,11,17,1,5,6,12,10,17,27,2,3,2,4,4,31,0.545,0.647,0.2,0.568,0.5,0.568
175,6-10,2005,2016,TOT,NBA,Matt Bonner\bonnema01,792,112,13356,1749,3768,952,1845,797,1923,337,432,622,1749,2371,552,285,213,299,1307,4632,0.464,0.516,0.414,0.57,0.78,0.585
176,6-6,2016,2018,PHO,NBA,Devin Booker\bookede01,208,183,6703,1428,3352,1035,2274,393,1078,871,1026,99,581,680,721,163,55,595,635,4120,0.426,0.455,0.365,0.485,0.849,0.542
177,6-8,2011,2018,TOT,NBA,Trevor Booker\booketr01,532,162,10872,1548,3003,1473,2757,75,246,508,799,1029,1903,2932,566,355,277,540,1064,3679,0.515,0.534,0.305,0.528,0.636,0.548
178,6-10,2007,2010,NJN,NBA,Josh Boone\boonejo01,256,88,4482,567,1042,567,1042,0,0,206,463,484,774,1258,125,99,178,169,466,1340,0.544,0.544,,0.544,0.445,0.538
179,6-11,2000,2009,TOT,NBA,Calvin Booth\boothca01,366,83,4477,472,1047,470,1038,2,9,244,326,316,694,1010,151,101,358,180,678,1190,0.451,0.453,0.222,0.452,0.748,0.5
180,6-9,2003,2015,TOT,NBA,Carlos Boozer\boozeca01,861,775,26901,5847,11221,5846,11207,1,14,2281,3158,2037,6155,8192,1928,765,346,1824,2612,13976,0.521,0.522,0.071,0.521,0.722,0.554
181,7-0,2004,2005,UTA,NBA,Curtis Borchardt\borchcu01,83,23,1117,96,228,96,227,0,1,66,89,99,179,278,64,14,46,70,200,258,0.421,0.423,0,0.421,0.742,0.483
182,6-8,2000,2000,SEA,NBA,Lazaro Borrell\borrela01,17,6,167,28,63,28,60,0,3,6,11,14,26,40,10,6,3,6,9,62,0.444,0.467,0,0.444,0.545,0.457
183,6-11,2004,2016,TOT,NBA,Chris Bosh\boshch01,893,881,31936,6209,12581,5904,11671,305,910,4466,5591,1927,5665,7592,1795,730,932,1807,2159,17189,0.494,0.506,0.335,0.506,0.799,0.571
184,6-10,2018,2018,GSW,NBA,Chris Boucher\bouchch01,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,0
185,7-0,2002,2004,POR,NBA,Ruben Boumtje-Boumtje\boumtru01,44,1,276,14,38,14,38,0,0,15,27,22,35,57,6,4,17,14,40,43,0.368,0.368,,0.368,0.556,0.431
186,6-10,2000,2002,ATL,NBA,Cal Bowdler\bowdlca01,142,0,1383,163,403,161,392,2,11,96,125,90,182,272,29,42,45,43,155,424,0.404,0.411,0.182,0.407,0.768,0.463
187,6-7,2000,2009,TOT,NBA,Bruce Bowen\bowenbr01,781,634,22252,1797,4370,1006,2373,791,1997,495,867,375,1827,2202,980,604,297,581,1705,4880,0.411,0.424,0.396,0.502,0.571,0.514
188,6-7,2000,2010,TOT,NBA,Ryan Bowen\bowenry01,507,85,6502,544,1192,530,1124,14,68,217,313,506,554,1060,250,325,138,168,752,1319,0.456,0.472,0.206,0.462,0.693,0.496
189,6-5,2000,2002,TOT,NBA,Ira Bowman\bowmair01,17,0,68,7,11,7,10,0,1,1,2,1,4,5,9,3,0,2,3,15,0.636,0.7,0,0.636,0.5,0.631
190,5-5,2000,2012,TOT,NBA,Earl Boykins\boykiea01,630,34,12743,2046,4901,1665,3815,381,1086,1253,1430,268,592,860,2059,384,34,736,639,5726,0.417,0.436,0.351,0.456,0.876,0.518
191,6-6,2007,2007,ATL,NBA,Cedric Bozeman\bozemce01,23,5,199,11,39,9,26,2,13,2,6,3,20,23,9,5,2,9,32,26,0.282,0.346,0.154,0.308,0.333,0.312
